部数\\頁数, 12, 14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184
3300,285800,294600,303400,312100,320900,329700,338400,347200,356000,364800,373500,382300,391100,399800,408600,417400,426100,434900,443700,452400,461200,470000,478700,487500,496300,505000,513800,522600,531300,540100,548900,557600,566400,575200,584000,592700,601500,610300,619000,627800,636600,645300,654100,662900,671600,680400,689200,697900,706700,715500,724200,733000,741800,750500,759300,768100,776800,785600,794400,803200,811900,820700,829500,838200,847000,855800,864500,873300,882100,890800,899600,908400,917100,925900,934700,943400,952200,961000,969700,978500,987300,996100,1004800,1013600,1022400,1031100,1039900
3400,293800,302800,311800,320700,329700,338700,347700,356700,365600,374600,383600,392600,401500,410500,419500,428500,437500,446400,455400,464400,473400,482300,491300,500300,509300,518300,527200,536200,545200,554200,563100,572100,581100,590100,599000,608000,617000,626000,635000,643900,652900,661900,670900,679800,688800,697800,706800,715800,724700,733700,742700,751700,760600,769600,778600,787600,796600,805500,814500,823500,832500,841400,850400,859400,868400,877400,886300,895300,904300,913300,922200,931200,940200,949200,958100,967100,976100,985100,994100,1003000,1012000,1021000,1030000,1038900,1047900,1056900,1065900
3500,301800,311000,320200,329300,338500,347700,356900,366100,375300,384500,393700,402800,412000,421200,430400,439600,448800,458000,467200,476300,485500,494700,503900,513100,522300,531500,540600,549800,559000,568200,577400,586600,595800,605000,614100,623300,632500,641700,650900,660100,669300,678500,687600,696800,706000,715200,724400,733600,742800,752000,761100,770300,779500,788700,797900,807100,816300,825400,834600,843800,853000,862200,871400,880600,889800,898900,908100,917300,926500,935700,944900,954100,963300,972400,981600,990800,1000000,1009200,1018400,1027600,1036700,1045900,1055100,1064300,1073500,1082700,1091900
3600,309800,319200,328600,338000,347300,356700,366100,375500,384900,394300,403700,413100,422500,431900,441300,450700,460100,469500,478900,488300,497700,507100,516500,525900,535300,544700,554100,563500,572900,582300,591700,601100,610400,619800,629200,638600,648000,657400,666800,676200,685600,695000,704400,713800,723200,732600,742000,751400,760800,770200,779600,789000,798400,807800,817200,826600,836000,845400,854800,864200,873500,882900,892300,901700,911100,920500,929900,939300,948700,958100,967500,976900,986300,995700,1005100,1014500,1023900,1033300,1042700,1052100,1061500,1070900,1080300,1089700,1099100,1108500,1117900
3700,317700,327300,336900,346600,356200,365800,375400,385000,394600,404200,413800,423400,433000,442600,452200,461800,471400,481000,490600,500200,509900,519500,529100,538700,548300,557900,567500,577100,586700,596300,605900,615500,625100,634700,644300,653900,663500,673200,682800,692400,702000,711600,721200,730800,740400,750000,759600,769200,778800,788400,798000,807600,817200,826900,836500,846100,855700,865300,874900,884500,894100,903700,913300,922900,932500,942100,951700,961300,970900,980500,990200,999800,1009400,1019000,1028600,1038200,1047800,1057400,1067000,1076600,1086200,1095800,1105400,1115000,1124600,1134200,1143800
3800,325700,335500,345300,355200,365000,374800,384600,394400,404200,414000,423900,433700,443500,453300,463100,472900,482800,492600,502400,512200,522000,531800,541600,551500,561300,571100,580900,590700,600500,610400,620200,630000,639800,649600,659400,669200,679100,688900,698700,708500,718300,728100,738000,747800,757600,767400,777200,787000,796800,806700,816500,826300,836100,845900,855700,865600,875400,885200,895000,904800,914600,924500,934300,944100,953900,963700,973500,983300,993200,1003000,1012800,1022600,1032400,1042200,1052100,1061900,1071700,1081500,1091300,1101100,1110900,1120800,1130600,1140400,1150200,1160000,1169800
3900,333700,343700,353700,363800,373800,383800,393800,403900,413900,423900,433900,444000,454000,464000,474000,484100,494100,504100,514100,524200,534200,544200,554200,564300,574300,584300,594300,604400,614400,624400,634400,644500,654500,664500,674500,684600,694600,704600,714600,724700,734700,744700,754700,764800,774800,784800,794800,804900,814900,824900,834900,845000,855000,865000,875000,885100,895100,905100,915100,925200,935200,945200,955200,965300,975300,985300,995300,1005400,1015400,1025400,1035400,1045500,1055500,1065500,1075500,1085600,1095600,1105600,1115600,1125600,1135700,1145700,1155700,1165700,1175800,1185800,1195800
4000,341700,351900,362100,372400,382600,392800,403100,413300,423500,433800,444000,454200,464500,474700,484900,495200,505400,515600,525900,536100,546300,556600,566800,577000,587300,597500,607800,618000,628200,638500,648700,658900,669200,679400,689600,699900,710100,720300,730600,740800,751000,761300,771500,781700,792000,802200,812400,822700,832900,843100,853400,863600,873800,884100,894300,904500,914800,925000,935300,945500,955700,966000,976200,986400,996700,1006900,1017100,1027400,1037600,1047800,1058100,1068300,1078500,1088800,1099000,1109200,1119500,1129700,1139900,1150200,1160400,1170600,1180900,1191100,1201300,1211600,1221800
4100,349600,360100,370500,381000,391400,401900,412300,422700,433200,443600,454100,464500,475000,485400,495800,506300,516700,527200,537600,548100,558500,569000,579400,589800,600300,610700,621200,631600,642100,652500,662900,673400,683800,694300,704700,715200,725600,736100,746500,756900,767400,777800,788300,798700,809200,819600,830000,840500,850900,861400,871800,882300,892700,903200,913600,924000,934500,944900,955400,965800,976300,986700,997100,1007600,1018000,1028500,1038900,1049400,1059800,1070300,1080700,1091100,1101600,1112000,1122500,1132900,1143400,1153800,1164300,1174700,1185100,1195600,1206000,1216500,1226900,1237400,1247800
4200,357600,368300,378900,389600,400200,410900,421500,432200,442800,453500,464100,474800,485400,496100,506800,517400,528100,538700,549400,560000,570700,581300,592000,602600,613300,623900,634600,645200,655900,666600,677200,687900,698500,709200,719800,730500,741100,751800,762400,773100,783700,794400,805000,815700,826400,837000,847700,858300,869000,879600,890300,900900,911600,922200,932900,943500,954200,964800,975500,986200,996800,1007500,1018100,1028800,1039400,1050100,1060700,1071400,1082000,1092700,1103300,1114000,1124600,1135300,1146000,1156600,1167300,1177900,1188600,1199200,1209900,1220500,1231200,1241800,1252500,1263100,1273800
4300,365600,376400,387300,398200,409000,419900,430800,441600,452500,463300,474200,485100,495900,506800,517700,528500,539400,550200,561100,572000,582800,593700,604600,615400,626300,637200,648000,658900,669700,680600,691500,702300,713200,724100,734900,745800,756600,767500,778400,789200,800100,811000,821800,832700,843500,854400,865300,876100,887000,897900,908700,919600,930400,941300,952200,963000,973900,984800,995600,1006500,1017300,1028200,1039100,1049900,1060800,1071700,1082500,1093400,1104200,1115100,1126000,1136800,1147700,1158600,1169400,1180300,1191200,1202000,1212900,1223700,1234600,1245500,1256300,1267200,1278100,1288900,1299800
4400,373600,384600,395700,406800,417800,428900,440000,451100,462100,473200,484300,495300,506400,517500,528600,539600,550700,561800,572900,583900,595000,606100,617100,628200,639300,650400,661400,672500,683600,694600,705700,716800,727900,738900,750000,761100,772200,783200,794300,805400,816400,827500,838600,849700,860700,871800,882900,894000,905000,916100,927200,938200,949300,960400,971500,982500,993600,1004700,1015700,1026800,1037900,1049000,1060000,1071100,1082200,1093300,1104300,1115400,1126500,1137500,1148600,1159700,1170800,1181800,1192900,1204000,1215000,1226100,1237200,1248300,1259300,1270400,1281500,1292600,1303600,1314700,1325800
4500,381500,392800,404100,415400,426700,437900,449200,460500,471800,483100,494300,505600,516900,528200,539500,550800,562000,573300,584600,595900,607200,618400,629700,641000,652300,663600,674900,686100,697400,708700,720000,731300,742500,753800,765100,776400,787700,799000,810200,821500,832800,844100,855400,866600,877900,889200,900500,911800,923100,934300,945600,956900,968200,979500,990700,1002000,1013300,1024600,1035900,1047200,1058400,1069700,1081000,1092300,1103600,1114800,1126100,1137400,1148700,1160000,1171200,1182500,1193800,1205100,1216400,1227700,1238900,1250200,1261500,1272800,1284100,1295300,1306600,1317900,1329200,1340500,1351800
4600,389500,401000,412500,424000,435500,447000,458400,469900,481400,492900,504400,515900,527400,538900,550400,561900,573400,584900,596300,607800,619300,630800,642300,653800,665300,676800,688300,699800,711300,722700,734200,745700,757200,768700,780200,791700,803200,814700,826200,837700,849200,860600,872100,883600,895100,906600,918100,929600,941100,952600,964100,975600,987000,998500,1010000,1021500,1033000,1044500,1056000,1067500,1079000,1090500,1102000,1113400,1124900,1136400,1147900,1159400,1170900,1182400,1193900,1205400,1216900,1228400,1239900,1251300,1262800,1274300,1285800,1297300,1308800,1320300,1331800,1343300,1354800,1366300,1377700
4700,397500,409200,420900,432600,444300,456000,467700,479400,491100,502800,514500,526200,537900,549600,561300,573000,584700,596400,608100,619800,631500,643200,654900,666600,678300,690000,701700,713400,725100,736800,748500,760200,771900,783600,795300,807000,818700,830400,842100,853800,865500,877200,888900,900600,912300,924000,935700,947400,959100,970800,982500,994200,1005900,1017600,1029300,1041000,1052700,1064400,1076100,1087800,1099500,1111200,1122900,1134600,1146300,1158000,1169700,1181400,1193100,1204800,1216500,1228200,1239900,1251600,1263300,1275000,1286700,1298400,1310100,1321800,1333500,1345200,1356900,1368600,1380300,1392000,1403700
4800,405500,417400,429300,441200,453100,465000,476900,488800,500700,512600,524600,536500,548400,560300,572200,584100,596000,607900,619800,631700,643700,655600,667500,679400,691300,703200,715100,727000,738900,750800,762800,774700,786600,798500,810400,822300,834200,846100,858000,869900,881900,893800,905700,917600,929500,941400,953300,965200,977100,989000,1001000,1012900,1024800,1036700,1048600,1060500,1072400,1084300,1096200,1108100,1120100,1132000,1143900,1155800,1167700,1179600,1191500,1203400,1215300,1227300,1239200,1251100,1263000,1274900,1286800,1298700,1310600,1322500,1334400,1346400,1358300,1370200,1382100,1394000,1405900,1417800,1429700
4900,413400,425500,437700,449800,461900,474000,486100,498300,510400,522500,534600,546700,558900,571000,583100,595200,607300,619500,631600,643700,655800,667900,680100,692200,704300,716400,728500,740700,752800,764900,777000,789100,801300,813400,825500,837600,849700,861900,874000,886100,898200,910300,922400,934600,946700,958800,970900,983000,995200,1007300,1019400,1031500,1043600,1055800,1067900,1080000,1092100,1104200,1116400,1128500,1140600,1152700,1164800,1177000,1189100,1201200,1213300,1225400,1237600,1249700,1261800,1273900,1286000,1298200,1310300,1322400,1334500,1346600,1358800,1370900,1383000,1395100,1407200,1419400,1431500,1443600,1455700
5000,421400,433700,446100,458400,470700,483000,495400,507700,520000,532400,544700,557000,569300,581700,594000,606300,618700,631000,643300,655700,668000,680300,692600,705000,717300,729600,742000,754300,766600,778900,791300,803600,815900,828300,840600,852900,865200,877600,889900,902200,914600,926900,939200,951600,963900,976200,988500,1000900,1013200,1025500,1037900,1050200,1062500,1074800,1087200,1099500,1111800,1124200,1136500,1148800,1161100,1173500,1185800,1198100,1210500,1222800,1235100,1247400,1259800,1272100,1284400,1296800,1309100,1321400,1333800,1346100,1358400,1370700,1383100,1395400,1407700,1420100,1432400,1444700,1457000,1469400,1481700
5100,429400,441900,454400,467000,479500,492100,504600,517100,529700,542200,554800,567300,579800,592400,604900,617500,630000,642500,655100,667600,680100,692700,705200,717800,730300,742800,755400,767900,780500,793000,805500,818100,830600,843100,855700,868200,880800,893300,905800,918400,930900,943500,956000,968500,981100,993600,1006100,1018700,1031200,1043800,1056300,1068800,1081400,1093900,1106500,1119000,1131500,1144100,1156600,1169100,1181700,1194200,1206800,1219300,1231800,1244400,1256900,1269500,1282000,1294500,1307100,1319600,1332200,1344700,1357200,1369800,1382300,1394800,1407400,1419900,1432500,1445000,1457500,1470100,1482600,1495200,1507700
5200,437300,450100,462800,475600,488300,501100,513800,526600,539300,552100,564800,577600,590300,603100,615800,628600,641300,654100,666800,679600,692300,705100,717800,730600,743300,756000,768800,781500,794300,807000,819800,832500,845300,858000,870800,883500,896300,909000,921800,934500,947300,960000,972800,985500,998300,1011000,1023800,1036500,1049300,1062000,1074700,1087500,1100200,1113000,1125700,1138500,1151200,1164000,1176700,1189500,1202200,1215000,1227700,1240500,1253200,1266000,1278700,1291500,1304200,1317000,1329700,1342500,1355200,1368000,1380700,1393500,1406200,1418900,1431700,1444400,1457200,1469900,1482700,1495400,1508200,1520900,1533700
5300,445300,458300,471200,484200,497200,510100,523100,536000,549000,561900,574900,587900,600800,613800,626700,639700,652600,665600,678600,691500,704500,717400,730400,743300,756300,769300,782200,795200,808100,821100,834000,847000,860000,872900,885900,898800,911800,924700,937700,950700,963600,976600,989500,1002500,1015500,1028400,1041400,1054300,1067300,1080200,1093200,1106200,1119100,1132100,1145000,1158000,1170900,1183900,1196900,1209800,1222800,1235700,1248700,1261600,1274600,1287600,1300500,1313500,1326400,1339400,1352300,1365300,1378300,1391200,1404200,1417100,1430100,1443100,1456000,1469000,1481900,1494900,1507800,1520800,1533800,1546700,1559700
5400,453300,466500,479600,492800,506000,519100,532300,545500,558600,571800,585000,598100,611300,624500,637600,650800,664000,677100,690300,703500,716600,729800,743000,756100,769300,782500,795600,808800,822000,835100,848300,861500,874600,887800,901000,914100,927300,940500,953600,966800,980000,993100,1006300,1019500,1032600,1045800,1059000,1072100,1085300,1098500,1111600,1124800,1138000,1151100,1164300,1177500,1190600,1203800,1217000,1230100,1243300,1256500,1269600,1282800,1296000,1309100,1322300,1335500,1348700,1361800,1375000,1388200,1401300,1414500,1427700,1440800,1454000,1467200,1480300,1493500,1506700,1519800,1533000,1546200,1559300,1572500,1585700
5500,461300,474600,488000,501400,514800,528200,541500,554900,568300,581700,595000,608400,621800,635200,648500,661900,675300,688700,702000,715400,728800,742200,755600,768900,782300,795700,809100,822400,835800,849200,862600,875900,889300,902700,916100,929400,942800,956200,969600,983000,996300,1009700,1023100,1036500,1049800,1063200,1076600,1090000,1103300,1116700,1130100,1143500,1156800,1170200,1183600,1197000,1210400,1223700,1237100,1250500,1263900,1277200,1290600,1304000,1317400,1330700,1344100,1357500,1370900,1384200,1397600,1411000,1424400,1437800,1451100,1464500,1477900,1491300,1504600,1518000,1531400,1544800,1558100,1571500,1584900,1598300,1611600
5600,469200,482800,496400,510000,523600,537200,550800,564300,577900,591500,605100,618700,632300,645900,659400,673000,686600,700200,713800,727400,741000,754500,768100,781700,795300,808900,822500,836100,849600,863200,876800,890400,904000,917600,931200,944800,958300,971900,985500,999100,1012700,1026300,1039900,1053400,1067000,1080600,1094200,1107800,1121400,1135000,1148500,1162100,1175700,1189300,1202900,1216500,1230100,1243600,1257200,1270800,1284400,1298000,1311600,1325200,1338700,1352300,1365900,1379500,1393100,1406700,1420300,1433800,1447400,1461000,1474600,1488200,1501800,1515400,1528900,1542500,1556100,1569700,1583300,1596900,1610500,1624000,1637600
5700,477200,491000,504800,518600,532400,546200,560000,573800,587600,601400,615200,629000,642800,656600,670400,684100,697900,711700,725500,739300,753100,766900,780700,794500,808300,822100,835900,849700,863500,877300,891100,904900,918700,932500,946300,960100,973900,987600,1001400,1015200,1029000,1042800,1056600,1070400,1084200,1098000,1111800,1125600,1139400,1153200,1167000,1180800,1194600,1208400,1222200,1236000,1249800,1263600,1277400,1291100,1304900,1318700,1332500,1346300,1360100,1373900,1387700,1401500,1415300,1429100,1442900,1456700,1470500,1484300,1498100,1511900,1525700,1539500,1553300,1567100,1580900,1594600,1608400,1622200,1636000,1649800,1663600
5800,485200,499200,513200,527200,541200,555200,569200,583200,597200,611200,625200,639200,653200,667300,681300,695300,709300,723300,737300,751300,765300,779300,793300,807300,821300,835300,849300,863300,877300,891300,905300,919300,933300,947400,961400,975400,989400,1003400,1017400,1031400,1045400,1059400,1073400,1087400,1101400,1115400,1129400,1143400,1157400,1171400,1185400,1199400,1213400,1227500,1241500,1255500,1269500,1283500,1297500,1311500,1325500,1339500,1353500,1367500,1381500,1395500,1409500,1423500,1437500,1451500,1465500,1479500,1493500,1507500,1521600,1535600,1549600,1563600,1577600,1591600,1605600,1619600,1633600,1647600,1661600,1675600,1689600
5900,493200,507400,521600,535800,550000,564200,578500,592700,606900,621100,635300,649500,663700,678000,692200,706400,720600,734800,749000,763200,777500,791700,805900,820100,834300,848500,862700,877000,891200,905400,919600,933800,948000,962200,976500,990700,1004900,1019100,1033300,1047500,1061700,1076000,1090200,1104400,1118600,1132800,1147000,1161200,1175500,1189700,1203900,1218100,1232300,1246500,1260700,1275000,1289200,1303400,1317600,1331800,1346000,1360200,1374500,1388700,1402900,1417100,1431300,1445500,1459700,1474000,1488200,1502400,1516600,1530800,1545000,1559200,1573500,1587700,1601900,1616100,1630300,1644500,1658700,1673000,1687200,1701400,1715600
6000,501100,515600,530000,544400,558800,573300,587700,602100,616500,631000,645400,659800,674200,688600,703100,717500,731900,746300,760800,775200,789600,804000,818500,832900,847300,861700,876200,890600,905000,919400,933900,948300,962700,977100,991500,1006000,1020400,1034800,1049200,1063700,1078100,1092500,1106900,1121400,1135800,1150200,1164600,1179100,1193500,1207900,1222300,1236800,1251200,1265600,1280000,1294500,1308900,1323300,1337700,1352100,1366600,1381000,1395400,1409800,1424300,1438700,1453100,1467500,1482000,1496400,1510800,1525200,1539700,1554100,1568500,1582900,1597400,1611800,1626200,1640600,1655000,1669500,1683900,1698300,1712700,1727200,1741600
6100,509100,523700,538400,553000,567600,582300,596900,611500,626200,640800,655400,670100,684700,699300,714000,728600,743200,757900,772500,787100,801800,816400,831000,845700,860300,874900,889600,904200,918800,933500,948100,962700,977400,992000,1006600,1021300,1035900,1050500,1065200,1079800,1094400,1109100,1123700,1138300,1153000,1167600,1182200,1196900,1211500,1226100,1240800,1255400,1270000,1284700,1299300,1313900,1328600,1343200,1357800,1372500,1387100,1401700,1416400,1431000,1445600,1460300,1474900,1489500,1504200,1518800,1533400,1548100,1562700,1577300,1592000,1606600,1621200,1635900,1650500,1665100,1679800,1694400,1709000,1723700,1738300,1752900,1767600
6200,517100,531900,546800,561600,576500,591300,606100,621000,635800,650700,665500,680400,695200,710000,724900,739700,754600,769400,784300,799100,813900,828800,843600,858500,873300,888200,903000,917800,932700,947500,962400,977200,992100,1006900,1021700,1036600,1051400,1066300,1081100,1096000,1110800,1125600,1140500,1155300,1170200,1185000,1199900,1214700,1229500,1244400,1259200,1274100,1288900,1303800,1318600,1333400,1348300,1363100,1378000,1392800,1407700,1422500,1437300,1452200,1467000,1481900,1496700,1511600,1526400,1541200,1556100,1570900,1585800,1600600,1615500,1630300,1645100,1660000,1674800,1689700,1704500,1719400,1734200,1749000,1763900,1778700,1793600
6300,525100,540100,555200,570200,585300,600300,615400,630400,645500,660500,675600,690600,705700,720700,735800,750800,765900,780900,796000,811100,826100,841200,856200,871300,886300,901400,916400,931500,946500,961600,976600,991700,1006700,1021800,1036800,1051900,1066900,1082000,1097000,1112100,1127200,1142200,1157300,1172300,1187400,1202400,1217500,1232500,1247600,1262600,1277700,1292700,1307800,1322800,1337900,1352900,1368000,1383000,1398100,1413100,1428200,1443200,1458300,1473400,1488400,1503500,1518500,1533600,1548600,1563700,1578700,1593800,1608800,1623900,1638900,1654000,1669000,1684100,1699100,1714200,1729200,1744300,1759300,1774400,1789500,1804500,1819600
6400,533000,548300,563600,578800,594100,609300,624600,639900,655100,670400,685700,700900,716200,731400,746700,762000,777200,792500,807700,823000,838300,853500,868800,884100,899300,914600,929800,945100,960400,975600,990900,1006100,1021400,1036700,1051900,1067200,1082500,1097700,1113000,1128200,1143500,1158800,1174000,1189300,1204600,1219800,1235100,1250300,1265600,1280900,1296100,1311400,1326600,1341900,1357200,1372400,1387700,1403000,1418200,1433500,1448700,1464000,1479300,1494500,1509800,1525000,1540300,1555600,1570800,1586100,1601400,1616600,1631900,1647100,1662400,1677700,1692900,1708200,1723500,1738700,1754000,1769200,1784500,1799800,1815000,1830300,1845500
6500,541000,556500,572000,587400,602900,618400,633800,649300,664800,680300,695700,711200,726700,742100,757600,773100,788500,804000,819500,835000,850400,865900,881400,896800,912300,927800,943300,958700,974200,989700,1005100,1020600,1036100,1051600,1067000,1082500,1098000,1113400,1128900,1144400,1159900,1175300,1190800,1206300,1221700,1237200,1252700,1268200,1283600,1299100,1314600,1330000,1345500,1361000,1376500,1391900,1407400,1422900,1438300,1453800,1469300,1484800,1500200,1515700,1531200,1546600,1562100,1577600,1593100,1608500,1624000,1639500,1654900,1670400,1685900,1701400,1716800,1732300,1747800,1763200,1778700,1794200,1809600,1825100,1840600,1856100,1871500
6600,549000,564700,580300,596000,611700,627400,643100,658700,674400,690100,705800,721500,737200,752800,768500,784200,799900,815600,831200,846900,862600,878300,894000,909600,925300,941000,956700,972400,988000,1003700,1019400,1035100,1050800,1066400,1082100,1097800,1113500,1129200,1144800,1160500,1176200,1191900,1207600,1223300,1238900,1254600,1270300,1286000,1301700,1317300,1333000,1348700,1364400,1380100,1395700,1411400,1427100,1442800,1458500,1474100,1489800,1505500,1521200,1536900,1552500,1568200,1583900,1599600,1615300,1631000,1646600,1662300,1678000,1693700,1709400,1725000,1740700,1756400,1772100,1787800,1803400,1819100,1834800,1850500,1866200,1881800,1897500
6700,557000,572800,588700,604600,620500,636400,652300,668200,684100,700000,715900,731700,747600,763500,779400,795300,811200,827100,843000,858900,874800,890700,906500,922400,938300,954200,970100,986000,1001900,1017800,1033700,1049600,1065400,1081300,1097200,1113100,1129000,1144900,1160800,1176700,1192600,1208500,1224300,1240200,1256100,1272000,1287900,1303800,1319700,1335600,1351500,1367400,1383200,1399100,1415000,1430900,1446800,1462700,1478600,1494500,1510400,1526300,1542100,1558000,1573900,1589800,1605700,1621600,1637500,1653400,1669300,1685200,1701000,1716900,1732800,1748700,1764600,1780500,1796400,1812300,1828200,1844100,1860000,1875800,1891700,1907600,1923500
6800,564900,581000,597100,613200,629300,645400,661500,677600,693700,709800,725900,742000,758100,774200,790300,806400,822500,838600,854700,870800,886900,903000,919100,935200,951300,967400,983500,999600,1015700,1031800,1047900,1064000,1080100,1096200,1112300,1128400,1144500,1160600,1176700,1192800,1208900,1225000,1241100,1257200,1273300,1289400,1305500,1321600,1337700,1353800,1369900,1386000,1402100,1418200,1434300,1450400,1466500,1482600,1498700,1514800,1530900,1547000,1563100,1579200,1595300,1611400,1627500,1643600,1659700,1675800,1691900,1708000,1724100,1740200,1756300,1772400,1788500,1804600,1820700,1836800,1852900,1869000,1885100,1901200,1917300,1933400,1949500
6900,572900,589200,605500,621800,638100,654500,670800,687100,703400,719700,736000,752300,768600,784900,801200,817500,833900,850200,866500,882800,899100,915400,931700,948000,964300,980600,996900,1013300,1029600,1045900,1062200,1078500,1094800,1111100,1127400,1143700,1160000,1176300,1192700,1209000,1225300,1241600,1257900,1274200,1290500,1306800,1323100,1339400,1355700,1372100,1388400,1404700,1421000,1437300,1453600,1469900,1486200,1502500,1518800,1535100,1551500,1567800,1584100,1600400,1616700,1633000,1649300,1665600,1681900,1698200,1714500,1730900,1747200,1763500,1779800,1796100,1812400,1828700,1845000,1861300,1877600,1893900,1910300,1926600,1942900,1959200,1975500
7000,580900,597400,613900,630400,647000,663500,680000,696500,713000,729500,746100,762600,779100,795600,812100,828700,845200,861700,878200,894700,911300,927800,944300,960800,977300,993800,1010400,1026900,1043400,1059900,1076400,1093000,1109500,1126000,1142500,1159000,1175500,1192100,1208600,1225100,1241600,1258100,1274700,1291200,1307700,1324200,1340700,1357300,1373800,1390300,1406800,1423300,1439800,1456400,1472900,1489400,1505900,1522400,1539000,1555500,1572000,1588500,1605000,1621600,1638100,1654600,1671100,1687600,1704100,1720700,1737200,1753700,1770200,1786700,1803300,1819800,1836300,1852800,1869300,1885800,1902400,1918900,1935400,1951900,1968400,1985000,2001500
7100,588900,605600,622300,639000,655800,672500,689200,705900,722700,739400,756100,772900,789600,806300,823000,839800,856500,873200,890000,906700,923400,940100,956900,973600,990300,1007100,1023800,1040500,1057200,1074000,1090700,1107400,1124200,1140900,1157600,1174300,1191100,1207800,1224500,1241200,1258000,1274700,1291400,1308200,1324900,1341600,1358300,1375100,1391800,1408500,1425300,1442000,1458700,1475400,1492200,1508900,1525600,1542400,1559100,1575800,1592500,1609300,1626000,1642700,1659400,1676200,1692900,1709600,1726400,1743100,1759800,1776500,1793300,1810000,1826700,1843500,1860200,1876900,1893600,1910400,1927100,1943800,1960600,1977300,1994000,2010700,2027500
7200,596800,613800,630700,647600,664600,681500,698500,715400,732300,749300,766200,783100,800100,817000,834000,850900,867800,884800,901700,918600,935600,952500,969500,986400,1003300,1020300,1037200,1054100,1071100,1088000,1105000,1121900,1138800,1155800,1172700,1189600,1206600,1223500,1240500,1257400,1274300,1291300,1308200,1325100,1342100,1359000,1376000,1392900,1409800,1426800,1443700,1460600,1477600,1494500,1511500,1528400,1545300,1562300,1579200,1596100,1613100,1630000,1647000,1663900,1680800,1697800,1714700,1731600,1748600,1765500,1782500,1799400,1816300,1833300,1850200,1867100,1884100,1901000,1918000,1934900,1951800,1968800,1985700,2002600,2019600,2036500,2053500
7300,604800,621900,639100,656200,673400,690500,707700,724800,742000,759100,776300,793400,810600,827700,844900,862000,879200,896300,913400,930600,947700,964900,982000,999200,1016300,1033500,1050600,1067800,1084900,1102100,1119200,1136400,1153500,1170700,1187800,1204900,1222100,1239200,1256400,1273500,1290700,1307800,1325000,1342100,1359300,1376400,1393600,1410700,1427900,1445000,1462200,1479300,1496400,1513600,1530700,1547900,1565000,1582200,1599300,1616500,1633600,1650800,1667900,1685100,1702200,1719400,1736500,1753700,1770800,1787900,1805100,1822200,1839400,1856500,1873700,1890800,1908000,1925100,1942300,1959400,1976600,1993700,2010900,2028000,2045200,2062300,2079400
7400,612800,630100,647500,664800,682200,699600,716900,734300,751600,769000,786300,803700,821100,838400,855800,873100,890500,907800,925200,942500,959900,977300,994600,1012000,1029300,1046700,1064000,1081400,1098800,1116100,1133500,1150800,1168200,1185500,1202900,1220300,1237600,1255000,1272300,1289700,1307000,1324400,1341700,1359100,1376500,1393800,1411200,1428500,1445900,1463200,1480600,1498000,1515300,1532700,1550000,1567400,1584700,1602100,1619500,1636800,1654200,1671500,1688900,1706200,1723600,1740900,1758300,1775700,1793000,1810400,1827700,1845100,1862400,1879800,1897200,1914500,1931900,1949200,1966600,1983900,2001300,2018700,2036000,2053400,2070700,2088100,2105400
7500,620700,638300,655900,673400,691000,708600,726100,743700,761300,778800,796400,814000,831500,849100,866700,884200,901800,919400,936900,954500,972100,989600,1007200,1024800,1042300,1059900,1077500,1095000,1112600,1130200,1147700,1165300,1182900,1200400,1218000,1235600,1253100,1270700,1288300,1305800,1323400,1341000,1358500,1376100,1393700,1411200,1428800,1446400,1463900,1481500,1499000,1516600,1534200,1551700,1569300,1586900,1604400,1622000,1639600,1657100,1674700,1692300,1709800,1727400,1745000,1762500,1780100,1797700,1815200,1832800,1850400,1867900,1885500,1903100,1920600,1938200,1955800,1973300,1990900,2008500,2026000,2043600,2061200,2078700,2096300,2113900,2131400
7600,628700,646500,664300,682000,699800,717600,735400,753200,770900,788700,806500,824300,842000,859800,877600,895400,913100,930900,948700,966500,984200,1002000,1019800,1037600,1055300,1073100,1090900,1108700,1126400,1144200,1162000,1179800,1197500,1215300,1233100,1250900,1268600,1286400,1304200,1322000,1339700,1357500,1375300,1393100,1410800,1428600,1446400,1464200,1481900,1499700,1517500,1535300,1553000,1570800,1588600,1606400,1624100,1641900,1659700,1677500,1695300,1713000,1730800,1748600,1766400,1784100,1801900,1819700,1837500,1855200,1873000,1890800,1908600,1926300,1944100,1961900,1979700,1997400,2015200,2033000,2050800,2068500,2086300,2104100,2121900,2139600,2157400
7700,636700,654700,672700,690700,708600,726600,744600,762600,780600,798600,816500,834500,852500,870500,888500,906500,924500,942400,960400,978400,996400,1014400,1032400,1050400,1068300,1086300,1104300,1122300,1140300,1158300,1176200,1194200,1212200,1230200,1248200,1266200,1284200,1302100,1320100,1338100,1356100,1374100,1392100,1410000,1428000,1446000,1464000,1482000,1500000,1518000,1535900,1553900,1571900,1589900,1607900,1625900,1643900,1661800,1679800,1697800,1715800,1733800,1751800,1769700,1787700,1805700,1823700,1841700,1859700,1877700,1895600,1913600,1931600,1949600,1967600,1985600,2003600,2021500,2039500,2057500,2075500,2093500,2111500,2129400,2147400,2165400,2183400
